priref;rce_id;institution_name;institution_place;material_1;material_2;category;object_name;creator_name;creator_birth_date;creator_death_date;creator_digital_reference;cretor_gender;Production/0/creator/gender/text/1/_language;Production/0/creator/gender/text/1/__text;creator_pob;creator_pod;production_place;title;acquisition_source;acquisition_place;associated_subject
131140;rce_131140;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Binnenkant II;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
131210;rce_131210;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;St. Anthoniesluis;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
131224;rce_131224;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Turfschepen I;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
131251;rce_131251;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Amsterdam;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
131257;rce_131257;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;West-Indisch huis;Witsen-Schorr, mw. A.M.;Amsterdam;architectuur
131258;rce_131258;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;West-Indisch huis;Witsen-Schorr, mw. A.M.;Amsterdam;architectuur
131260;rce_131260;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;West-Indisch huis;Witsen-Schorr, mw. A.M.;Amsterdam;architectuur
131264;rce_131264;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;West-Indisch huis;Witsen-Schorr, mw. A.M.;Amsterdam;architectuur
131413;rce_131413;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Zonsondergang;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
131436;rce_131436;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Zandweg;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
131454;rce_131454;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;;;toegepaste kunst;kussen;onbekend;;;;unknown;1;onbekend;;;Perzië;-;Witsen-Schorr, mw. A.M.;Amsterdam;
131465;rce_131465;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;;;toegepaste kunst;kussen;onbekend;;;;unknown;1;onbekend;;;Perzië;-;Witsen-Schorr, mw. A.M.;Amsterdam;
131506;rce_131506;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;perkament;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Molenaar I;Witsen-Schorr, mw. A.M.;Amsterdam;werk op perkament
131508;rce_131508;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Molenaar I;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
131517;rce_131517;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Meelwegen;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
131527;rce_131527;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Smidse;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
131530;rce_131530;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Smidse;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
131543;rce_131543;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Cab;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
131548;rce_131548;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Cab;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
131592;rce_131592;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Emmerson;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
131633;rce_131633;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Naakt;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
131653;rce_131653;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;drukinkt;;oude kunst;ets;Israels, Isaac;1865-02-03;07-10-34;https://rkd.nl/explore/artists/41175;male;1;man;Amsterdam;Den Haag;Amsterdam;Gasthuismolensteeg in Amsterdam;Witsen-Schorr, mw. A.M.;Amsterdam;prent
131659;rce_131659;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;prent;Tholen, W.B.;1860-02-13;05-12-31;https://rkd.nl/explore/artists/77150;male;1;man;Amsterdam;Den Haag;;Eubia;Witsen-Schorr, mw. A.M.;Amsterdam;prent
131660;rce_131660;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Tholen, W.B.;1860-02-13;05-12-31;https://rkd.nl/explore/artists/77150;male;1;man;Amsterdam;Den Haag;;Molen;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
131662;rce_131662;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;prent;Tholen, W.B.;1860-02-13;05-12-31;https://rkd.nl/explore/artists/77150;male;1;man;Amsterdam;Den Haag;;Peureraar;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
131664;rce_131664;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Tholen, W.B.;1860-02-13;05-12-31;https://rkd.nl/explore/artists/77150;male;1;man;Amsterdam;Den Haag;;Kerkhof met klokkestoel, Giethoorn;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
131667;rce_131667;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Tholen, W.B.;1860-02-13;05-12-31;https://rkd.nl/explore/artists/77150;male;1;man;Amsterdam;Den Haag;;Weg bij Ewijkshoeve;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
131671;rce_131671;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;inkt;oude kunst;prent;Tholen, W.B.;1860-02-13;05-12-31;https://rkd.nl/explore/artists/77150;male;1;man;Amsterdam;Den Haag;;Wilgen met kasteel;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
131672;rce_131672;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Tholen, W.B.;1860-02-13;05-12-31;https://rkd.nl/explore/artists/77150;male;1;man;Amsterdam;Den Haag;;Bruggetje;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
131673;rce_131673;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;prent;Tholen, W.B.;1860-02-13;05-12-31;https://rkd.nl/explore/artists/77150;male;1;man;Amsterdam;Den Haag;;Sloot met brug;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
131674;rce_131674;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;prent;Tholen, W.B.;1860-02-13;05-12-31;https://rkd.nl/explore/artists/77150;male;1;man;Amsterdam;Den Haag;;Schepen op zee;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
131687;rce_131687;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;prent;Zwart, W.H.P.J. de;1862-05-10;11-12-31;;male;1;man;Den Haag;Den Haag;;Vrouw bij tafel met planten;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
131692;rce_131692;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;prent;Tholen, W.B.;1860-02-13;05-12-31;https://rkd.nl/explore/artists/77150;male;1;man;Amsterdam;Den Haag;;Hooiberg;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
131711;rce_131711;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Zwart, W.H.P.J. de;1862-05-10;11-12-31;;male;1;man;Den Haag;Den Haag;;Boerderij in Dekkersduin;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
131712;rce_131712;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;prent;Zwart, W.H.P.J. de;1862-05-10;11-12-31;;male;1;man;Den Haag;Den Haag;;Aan de kade;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
131778;rce_131778;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Tholen, W.B.;1860-02-13;05-12-31;https://rkd.nl/explore/artists/77150;male;1;man;Amsterdam;Den Haag;;Molen bij Doesburg;Witsen-Schorr, mw. A.M.;Amsterdam;prent
131779;rce_131779;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;prent;Breitner, G.H.;1857-09-12;05-06-23;https://rkd.nl/explore/artists/12318;male;1;man;Rotterdam;Amsterdam;;Huzaren in galop;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
131913;rce_131913;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;karton;fotopapier;fotografie;fotowerk;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Werkzaamheid in het etsatelier (Stronk);Witsen-Schorr, mw. A.M.;Amsterdam;
132026;rce_132026;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;potlood;doek;oude kunst;schilderij;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;De Montelbaanstoren;Witsen-Schorr, mw. A.M.;Amsterdam;topografie
132041;rce_132041;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Leidschegracht;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
132042;rce_132042;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Binnenkant I;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
132043;rce_132043;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Binnenkant I;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
132045;rce_132045;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Brouwersgracht;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
132046;rce_132046;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Damrak I;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
132051;rce_132051;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Gracht Amsterdam;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
132053;rce_132053;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Binnenkant met afbraak;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
132054;rce_132054;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Binnenkant met afbraak;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
132057;rce_132057;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Winter;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
132132;rce_132132;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;aquarelverf;papier;oude kunst;schilderij;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Londen[GB];Zelfportret in tegenlicht te Londen;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
132214;rce_132214;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;;;toegepaste kunst;penning;Börsch, T.A.;1855;1923;;male;1;man;;;;Internationale tentoonstelling van kunst te München, penning uitgereikt aan Willem Witsen;Witsen-Schorr, mw. A.M.;Amsterdam;beeldhouwkunst
132749;rce_132749;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;aquarelverf;;oude kunst;tekening;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;De Binnenamstel in de nevel;Witsen-Schorr, mw. A.M.;Amsterdam;stadsgezicht
132767;rce_132767;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;aquarelverf;;oude kunst;tekening;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Oude Schans te Amsterdam;Witsen-Schorr, mw. A.M.;Amsterdam;
132786;rce_132786;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;aquarelverf;oude kunst;tekening;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Zittend naakt: Blanche Ford;Witsen-Schorr, mw. A.M.;Amsterdam;naakt
132813;rce_132813;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;aquarelverf;;oude kunst;tekening;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;De Montelbaanstoren te Amsterdam bij nacht;Witsen-Schorr, mw. A.M.;Amsterdam;stadsgezicht
132885;rce_132885;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;ets;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Portret;Witsen-Schorr, mw. A.M.;Amsterdam;prent
132899;rce_132899;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;ets;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Boten;Witsen-Schorr, mw. A.M.;Amsterdam;prent
132907;rce_132907;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;vernis mou;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;De wanner;Witsen-Schorr, mw. A.M.;Amsterdam;prent
132915;rce_132915;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;ets aquatint;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Boompjes;Witsen-Schorr, mw. A.M.;Amsterdam;prent
133010;rce_133010;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;ets;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Jongenskopje;Witsen-Schorr, mw. A.M.;Amsterdam;prent
133079;rce_133079;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;;;toegepaste kunst;tabaksdoos;onbekend;;;;unknown;1;onbekend;;;Nederland;-;Witsen-Schorr, mw. A.M.;Amsterdam;rookgerei
133119;rce_133119;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Willem Kloos (1859-1938), dichter;Witsen-Schorr, mw. A.M.;Amsterdam;prent
133223;rce_133223;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Riviergezicht;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
133248;rce_133248;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Batavia;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
133250;rce_133250;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Batavia;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
133251;rce_133251;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Batavia;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
133262;rce_133262;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Buitenzorg, huis voor een berg;Witsen-Schorr, mw. A.M.;Amsterdam;landschap
133268;rce_133268;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Buitenzorg, huis voor een berg;Witsen-Schorr, mw. A.M.;Amsterdam;landschap
137104;rce_137104;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;doek;;oude kunst;schilderij;Apol, L.F.H.;1850-09-06;22-11-36;https://rkd.nl/explore/artists/2186;male;1;man;Den Haag;Den Haag;;Wintermorgen;Lange, nlp. A.C.A.J. de;;
138104;rce_138104;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;toegepaste kunst;affiche;onbekend;;;;unknown;1;onbekend;;;;Wereldtentoonstelling 1895 Amsterdam;Kunstmuseum Den Haag;Den Haag;drukwerk
138414;rce_138414;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;potlood;waterverf;toegepaste kunst;ponsief[niet geperforeerd];Senf, L.J.;1860-03-11;03-09-40;https://rkd.nl/explore/artists/90129;male;1;man;DELFT;ALKMAAR;DELFT;-;Porceleyne Fles;DELFT;herdenking
140114;rce_140114;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;;;toegepaste kunst;schilderijlijst;onbekend;;;;unknown;1;onbekend;;;;-;;;
141476;rce_141476;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Amsterdam, Binnenkant III;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
146419;rce_146419;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;potlood;doek;oude kunst;schilderij;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;De Montelbaanstoren;Witsen-Schorr, mw. A.M.;Amsterdam;topografie
152302;rce_152302;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;koper;;oude kunst;schilderij;Bril, P.;1554;1626;;male;1;man;ANTWERPEN;ROME;;Landschap met Latona en de Lycische boeren op Delos;Roelofsz, erven Dhr. E.  & Mw. H.W. Roelofz-Dunlop;;landschap
161906;rce_161906;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;glazuur;;toegepaste kunst;vaas;onbekend;;;;unknown;1;onbekend;;;;-;Rijksmuseum Huis Lambert van Meerten;DELFT;
162112;rce_162112;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;;;toegepaste kunst;donderglas;onbekend;;;;unknown;1;onbekend;;;;-;Rijksmuseum Huis Lambert van Meerten;DELFT;
162119;rce_162119;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;mahoniehout;koper;toegepaste kunst;klepbureau;onbekend;;;;unknown;1;onbekend;;;;-;Rijksmuseum Huis Lambert van Meerten;DELFT;
162123;rce_162123;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;;;toegepaste kunst;spiegel;onbekend;;;;unknown;1;onbekend;;;;-;Rijksmuseum Huis Lambert van Meerten;DELFT;
162140;rce_162140;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;wortelnotenhout;messing;toegepaste kunst;bureau;onbekend;;;;unknown;1;onbekend;;;;-;Rijksmuseum Huis Lambert van Meerten;DELFT;
174337;rce_174337;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;moderne kunst;tekening;Mondriaan, P.C.;1872-03-07;01-02-44;https://rkd.nl/explore/artists/56854;male;1;man;AMERSFOORT;NEW YORK;;"Wilgje aan de slootkant bij Boerderij Landzicht (recto) ; Waterlelie (verso)";Keyzer-Loeb, erven Mw. J.M.;;
174869;rce_174869;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;glazuur;email;toegepaste kunst;zoutvat;onbekend;;;;unknown;1;onbekend;;;;Zoutvat [Sichterman servies];Broekhuysen-Crommelin, erven Mw. M.E.C.;;servies
177672;rce_177672;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;paneel;;oude kunst;schilderij;Mierevelt, M.J. van;1565-05-01;1641-06-27;;male;1;man;DELFT;DELFT;;Zelfportret van Michiel van Mierevelt terwijl hij zijn kleinzoon Jacob Willemsz. Delff II schildert;;;Portretschilder
177674;rce_177674;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;paneel;;oude kunst;schilderij;Saftleven, Cornelis;1607;1681-06-01;;male;1;man;GORINCHEM;Rotterdam;;Kladder [een satirische diablerie];;;
177675;rce_177675;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;paneel;;oude kunst;schilderij;Saftleven, Cornelis;1607;1681-06-01;;male;1;man;GORINCHEM;Rotterdam;;Kladde [een satirische diablerie];;;
178274;rce_178274;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;glazuur;email;toegepaste kunst;schotel;onbekend;;;;unknown;1;onbekend;;;;Schotel [Sichterman servies];Broekhuysen-Crommelin, erven Mw. M.E.C.;;servies
178445;rce_178445;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;doek;;oude kunst;schilderij;Kessel, J. van;1641;1680;;male;1;man;Amsterdam;Amsterdam;;Bloemguirlande met een cartouche waarop een allegorische voorstelling met putti;;;bloemen
178446;rce_178446;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;doek;;oude kunst;schilderij;Mauve, A.;1838-09-18;1888-02-05;https://rkd.nl/explore/artists/54139;male;1;man;ZAANDAM;ARNHEM;;Ploeger met paarden;;;genre
180746;rce_180746;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;doek;;oude kunst;schilderij;onbekend;;;;unknown;1;onbekend;;;;Johan de Witt (1625-1672), raadpensionaris van Holland;Mauritshuis;Den Haag;portret
180747;rce_180747;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;doek;;oude kunst;schilderij;Nieulandt, Adriaen van;1586;1658;;male;1;man;ANTWERPEN;Amsterdam;;Maurits (1567-1625) en Frederik Hendrik (1584-1647), prinsen van Oranje, op het strand van Scheveningen;Mauritshuis;Den Haag;historiestuk
181967;rce_181967;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;glazuur;email;toegepaste kunst;schotel;onbekend;;;;unknown;1;onbekend;;;;Dienschotel [Sichterman servies];Broekhuysen-Crommelin, erven Mw. M.E.C.;;servies
182935;rce_182935;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;doek;spaanplaat;oude kunst;schilderij;onbekend;;;;unknown;1;onbekend;;;;Gestrande potvis bij Brouwershaven, 14 januari 1606;Naturalis Biodiversity Center;Leiden;strandgezicht
183864;rce_183864;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;doek;paneel;oude kunst;schilderij;Berckheyde, Gerrit;1638-06-06;1698-06-10;https://rkd.nl/explore/artists/6743;male;1;man;Haarlem;Haarlem;;Stalinterieur bij een kermis;Both-Schopman, A.M. (nalatenschap);Heemstede;genre
